source	sample	population	superpopulation
PRJEB28198	EastAfricanBantu_A401	EAB	AFR
PRJEB28198	SouthAfricanBantu_A402	SAB	AFR
PRJEB28198	KhomaniSan_A403	KHO	AFR
PRJEB28198	WestAfricanBantu_A404	WAB	AFR
PRJEB28198	BakaPygmy_A405	BAK	AFR
PRJEB28198	Saharawi_A406	SAH	AFR
PRJEB28198	Libyan_A407	LIB	AFR
PRJEB28198	Toubou_A408	TOU	AFR
PRJEB28198	Laal_A409	LAA	AFR
