source	sample	sex	population	population_name	population_desc	superpopulation	superpopulation_name	latitude	longitude
ggvp	SC_GMMAN5482224	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482225	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482227	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482228	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482229	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482231	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482232	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482233	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482234	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482235	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482236	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482239	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482240	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482241	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482242	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482243	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482244	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482247	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482248	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482250	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482251	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482252	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482255	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482256	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482258	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482260	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482266	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482268	female	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
ggvp	SC_GMMAN5482274	male	GWD	Gambian Mandinka	Gambian in Western Division, The Gambia - Mandinka	AFR	African Ancestry	13.454876	-16.579032
