source	sample	population	population_name	superpopulation	superpopulation_name
ggvp	SC_GMMAN5482176	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482177	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482178	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482180	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482181	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482184	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482185	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482186	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482187	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482189	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482191	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482192	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482193	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482194	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482195	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482197	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482199	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482200	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482201	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482202	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482203	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482205	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482207	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482208	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482209	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482211	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482212	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482213	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482215	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482216	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482217	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482219	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482220	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482221	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482223	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482224	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482225	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482227	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482228	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482229	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482231	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482232	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482233	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482234	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482235	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482236	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482239	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482240	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482241	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482242	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482243	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482244	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482247	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482248	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482250	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482251	GWD	Gambian Mandinka	AFR	African Ancestry
